token_id	decoded	category	popcount	fire_anywhere	fire_mapped_caphit	fire_unmapped_caphit	fire_noncaphit
101390	 Royale	7_PMI_below_delta_for_every_lang	42	58097	39271	47	18779
68625	.Header	6_below_min_count	43	141	124	0	17
101391	.Grid	6_below_min_count	43	281	241	0	40
3092	"？」

"	3_substrate	88	186	15	0	171
65744	LAN	7_PMI_below_delta_for_every_lang	43	213688	119176	41079	53433
35866	""	2_T5_unknown	0	984914	302297	1	682616
3100	"),
"	3_substrate	88	321826	248677	2386	70763
68640	::{	3_substrate	88	67	19	0	48
3107	==	3_substrate	88	54665	28409	2217	24039
101411	";


/"	3_substrate	88	1	1	0	0
3109	.,	3_substrate	88	5397259	4150144	188950	1058165
35880	 practition	6_below_min_count	43	45	38	0	7
68648	.define	6_below_min_count	43	171	154	0	17
68650	:get	6_below_min_count	43	225	176	0	49
3115	”，	3_substrate	88	350015	339547	78	10390
35884	-%	3_substrate	88	103659	65989	3806	33864
68651	"(""//"	3_substrate	88	382	60	0	322
3118	""	2_T5_unknown	0	133337	123161	5662	4514
35886	oprotein	7_PMI_below_delta_for_every_lang	43	24588	21722	64	2802
35887	Bank	7_PMI_below_delta_for_every_lang	43	200694	159040	294	41360
68653	 Wii	7_PMI_below_delta_for_every_lang	39	63314	40092	447	22775
68654	 Reviews	7_PMI_below_delta_for_every_lang	39	60638	41598	652	18388
68655	" 」

"	3_substrate	88	39	13	0	26
3124	ife	7_PMI_below_delta_for_every_lang	43	4215941	480557	3033257	702127
101420	Pdf	7_PMI_below_delta_for_every_lang	43	4887	3277	69	1541
68663	 supers	7_PMI_below_delta_for_every_lang	43	71480	61947	475	9058
33186	"	new"	6_below_min_count	39	2	1	0	1
68665	⋅	3_substrate	88	8898	7136	137	1625
101436	enzel	7_PMI_below_delta_for_every_lang	43	73046	23166	449	49431
98316	(socket	6_below_min_count	43	68	61	0	7
68670	_ADDR	7_PMI_below_delta_for_every_lang	43	986	903	37	46
3135	" */
"	3_substrate	88	2953	2209	12	732
65752	.std	6_below_min_count	43	290	255	0	35
35907	ebook	7_PMI_below_delta_for_every_lang	43	81338	60886	1182	19270
3143	 \(\	3_substrate	88	6764	6485	1	278
35919	 Atlas	7_PMI_below_delta_for_every_lang	43	102270	76559	314	25397
3152	eter	7_PMI_below_delta_for_every_lang	43	2970973	2443931	42695	484347
3153	""	2_T5_unknown	0	87689	82102	1629	3958
3154	 Pl	7_PMI_below_delta_for_every_lang	43	2160642	1428496	9150	722996
35920	_range	7_PMI_below_delta_for_every_lang	43	3287	3065	0	222
68688	COVID	7_PMI_below_delta_for_every_lang	43	257611	162627	48	94936
68689	(top	7_PMI_below_delta_for_every_lang	43	538	434	3	101
33192	 Azure	7_PMI_below_delta_for_every_lang	43	101312	89203	53	12056
35926	Preferences	7_PMI_below_delta_for_every_lang	43	3332	2720	6	606
68692	" ».
"	3_substrate	88	182861	143272	1114	38475
3161	}^{	3_substrate	88	1637	1526	1	110
101464	 bx	7_PMI_below_delta_for_every_lang	40	7672	2695	746	4231
35931	 lesqu	6_below_min_count	40	255	90	0	165
3165	             	3_substrate	88	5275	968	0	4307
35933	(date	6_below_min_count	43	480	344	39	97
3167	 private	7_PMI_below_delta_for_every_lang	43	1477180	557806	792851	126523
35936	DVD	7_PMI_below_delta_for_every_lang	43	96259	43261	21542	31456
101472	 strtotime	6_below_min_count	43	81	68	2	11
68706	 \(|	3_substrate	88	73	73	0	0
3172	""	2_T5_unknown	0	1305493	1092648	30045	182800
33195	Payment	7_PMI_below_delta_for_every_lang	42	10827	6634	35	4158
3174	IN	7_PMI_below_delta_for_every_lang	43	4930690	2435947	1254346	1240397
68710	""	2_T5_unknown	0	48758	42928	32	5798
3176	class	7_PMI_below_delta_for_every_lang	43	108555	83670	5405	19480
3181	={	3_substrate	88	4270	3124	150	996
101487	 Thermo	7_PMI_below_delta_for_every_lang	43	12692	9227	87	3378
68720	}/{	3_substrate	88	1721	1203	1	517
3186	($	3_substrate	88	18281	11402	1913	4966
3187	.set	7_PMI_below_delta_for_every_lang	43	10237	6313	343	3581
35956	)=>	3_substrate	88	171	151	4	16
3189	""	2_T5_unknown	0	10999984	8736305	2055	2261624
68723	"(["""	3_substrate	88	133	115	0	18
68726	 アル	7_PMI_below_delta_for_every_lang	1	208456	8841	196520	3095
68727	 Putin	7_PMI_below_delta_for_every_lang	43	502231	407627	258	94346
3193	""	2_T5_unknown	0	28249	27711	150	388
35962	_NUM	6_below_min_count	43	371	266	44	61
101490	-tabs	7_PMI_below_delta_for_every_lang	43	1679	932	159	588
68732	**「	3_substrate	88	18	14	0	4
101496	 Repair	7_PMI_below_delta_for_every_lang	43	50591	30537	150	19904
101498	.mysql	7_PMI_below_delta_for_every_lang	40	506	451	33	22
35967	َلَّ	9_fires_only_in_noncaphit	3	5	0	0	5
68735	"}`,
"	3_substrate	88	0	0	0	0
35971	EF	7_PMI_below_delta_for_every_lang	43	201188	135598	7810	57780
3207	ght	7_PMI_below_delta_for_every_lang	43	34374	11762	3050	19562
35976	 [[]	3_substrate	88	414	236	7	171
33203	"?»

"	3_substrate	88	199	1	0	198
35983	 Vent	7_PMI_below_delta_for_every_lang	43	228196	175741	531	51924
3216	 Pr	7_PMI_below_delta_for_every_lang	43	3767831	3026775	7482	733574
101522	" "");

"	3_substrate	88	0	0	0	0
3221	""	2_T5_unknown	0	3519760	333568	103994	3082198
3225	""	2_T5_unknown	0	44352	44130	53	169
65770	 \$	3_substrate	88	244	184	4	56
35995	inecraft	7_PMI_below_delta_for_every_lang	43	119386	84150	231	35005
101532	 Citroën	7_PMI_below_delta_for_every_lang	5	27240	23319	8	3913
101533	vetica	7_PMI_below_delta_for_every_lang	43	72133	8464	61029	2640
101534	Azure	7_PMI_below_delta_for_every_lang	43	10803	9808	13	982
35999	 Adolf	7_PMI_below_delta_for_every_lang	43	123511	93329	147	30035
101536	MLElement	6_below_min_count	43	199	130	60	9
3233	.t	7_PMI_below_delta_for_every_lang	43	560732	376990	3657	180085
36002	archive	7_PMI_below_delta_for_every_lang	43	33392	16539	420	16433
3237	Wh	7_PMI_below_delta_for_every_lang	39	347375	189872	4589	152914
68775	encoder	7_PMI_below_delta_for_every_lang	43	1522	1097	57	368
3240	），	3_substrate	88	388959	266898	134	121927
68777	Gesture	6_below_min_count	43	483	409	5	69
33209	 Bond	7_PMI_below_delta_for_every_lang	43	395844	177917	41521	176406
3244	 model	7_PMI_below_delta_for_every_lang	43	2131028	1803720	55883	271425
68779	 Barack	7_PMI_below_delta_for_every_lang	43	179727	151731	42	27954
68782	dataset	6_below_min_count	43	500	438	4	58
3247	 Or	7_PMI_below_delta_for_every_lang	43	1955698	1422699	20198	512801
36016	９	3_substrate	88	367258	263249	37485	66524
68785	""	2_T5_unknown	0	65908	54292	5230	6386
101551	 ADP	7_PMI_below_delta_for_every_lang	43	15847	12664	167	3016
3251	NA	7_PMI_below_delta_for_every_lang	43	3482119	2126703	213363	1142053
101555	 Mister	7_PMI_below_delta_for_every_lang	43	58460	43804	27	14629
36021	Shop	7_PMI_below_delta_for_every_lang	43	85583	60523	3510	21550
68790	 Registration	7_PMI_below_delta_for_every_lang	43	43003	25751	172	17080
3255	""	2_T5_unknown	0	1000589	999459	0	1130
36024	Cursor	7_PMI_below_delta_for_every_lang	43	1552	1394	3	155
3257	orn	7_PMI_below_delta_for_every_lang	43	5066329	3505682	307553	1253094
68793	}*	3_substrate	88	536	335	63	138
65777	)},	3_substrate	88	434	306	26	102
68798	 Vig	7_PMI_below_delta_for_every_lang	43	159310	108468	127	50715
101567	 Cruise	7_PMI_below_delta_for_every_lang	43	79695	59879	3362	16454
3266	""	2_T5_unknown	0	11544	11270	138	136
68803	(method	6_below_min_count	43	169	152	1	16
36036	)?	3_substrate	88	120403	90619	1062	28722
68804	"""]["	3_substrate	88	3855	2629	4	1222
36042	""	2_T5_unknown	0	1390107	1342389	128	47590
101578	 IBD	7_PMI_below_delta_for_every_lang	43	11661	9332	30	2299
3278	""	2_T5_unknown	0	631246	470631	32205	128410
3279	                                	3_substrate	88	837	147	0	690
3280	""	2_T5_unknown	0	2072461	2071163	0	1298
36050	/html	7_PMI_below_delta_for_every_lang	43	15885	10254	2038	3593
3283	 Ind	7_PMI_below_delta_for_every_lang	43	2117107	1241119	2611	873377
3284	 hist	7_PMI_below_delta_for_every_lang	43	202734	148621	431	53682
3285	br	7_PMI_below_delta_for_every_lang	43	4905964	3728803	181922	995239
3286	 Par	7_PMI_below_delta_for_every_lang	43	3106221	2082999	3978	1019244
36053	»)	3_substrate	88	185701	130422	6405	48874
3288	press	7_PMI_below_delta_for_every_lang	43	921783	701450	8404	211929
68818	 Fiat	7_PMI_below_delta_for_every_lang	43	71709	59925	150	11634
3290	""	2_T5_unknown	0	69608	66889	1006	1713
68821	.layers	6_below_min_count	42	210	178	3	29
68822	 Liam	7_PMI_below_delta_for_every_lang	43	76945	48099	24	28822
3295	 Br	7_PMI_below_delta_for_every_lang	43	2306810	1651057	4534	651219
36063	 WT	7_PMI_below_delta_for_every_lang	39	63003	43631	1072	18300
3297	"(
"	3_substrate	88	301249	48680	4692	247877
3298	""";
"	3_substrate	88	60406	54175	275	5956
3299	https	7_PMI_below_delta_for_every_lang	43	1238645	831006	13836	393803
101600	""	2_T5_unknown	0	37008	36894	5	109
65785	 Zeus	7_PMI_below_delta_for_every_lang	43	83309	66006	214	17089
3302	""	2_T5_unknown	0	11438	11342	22	74
33221	.sleep	7_PMI_below_delta_for_every_lang	43	871	749	12	110
68841	_flags	6_below_min_count	43	349	251	2	96
101609	 ├──	3_substrate	88	1548	853	0	695
3308	__	3_substrate	88	210876	131523	3456	75897
36078	ikipedia	7_PMI_below_delta_for_every_lang	43	258565	115158	10704	132703
36080	"……」
"	3_substrate	88	13253	8403	45	4805
3313	AT	7_PMI_below_delta_for_every_lang	43	3407805	2318004	180817	908984
68851	_UP	6_below_min_count	43	478	383	5	90
3316	 Is	7_PMI_below_delta_for_every_lang	43	4454476	1475976	3250	2975250
65788	Tokens	6_below_min_count	43	1090	710	1	379
3318	">

"	3_substrate	88	34440	9769	0	24671
3319	""	2_T5_unknown	0	1426807	1422603	0	4204
36088	Enumerable	6_below_min_count	43	342	337	0	5
3321	""	2_T5_unknown	0	576125	371608	70199	134318
65789	(on	7_PMI_below_delta_for_every_lang	43	4471	2097	17	2357
101619	 PWM	7_PMI_below_delta_for_every_lang	39	12030	8968	448	2614
3324	""	2_T5_unknown	0	26666	26369	159	138
33225	 TABLE	7_PMI_below_delta_for_every_lang	43	14649	10384	321	3944
101621	）*	3_substrate	88	995	777	56	162
101624	 Foucault	7_PMI_below_delta_for_every_lang	43	27457	23904	208	3345
3331	""	2_T5_unknown	0	33482	31798	987	697
3332	part	7_PMI_below_delta_for_every_lang	43	1113751	664536	121134	328081
36101	 *„	3_substrate	88	194	137	4	53
68867	 steril	7_PMI_below_delta_for_every_lang	43	114011	94296	96	19619
101637	 Sachs	7_PMI_below_delta_for_every_lang	43	52095	45240	566	6289
36104	\mathbb	6_below_min_count	43	186	186	0	0
65792	_scale	6_below_min_count	43	226	204	4	18
3339	""	2_T5_unknown	0	2780967	2777541	341	3085
3341	""	2_T5_unknown	0	7183068	659530	218	6523320
3342	earch	7_PMI_below_delta_for_every_lang	43	52541	41019	599	10923
101646	 `|	3_substrate	88	39	21	0	18
3345	""	2_T5_unknown	0	110267	106497	1278	2492
36114	(db	6_below_min_count	43	210	167	11	32
3348	 ident	7_PMI_below_delta_for_every_lang	43	1722125	1470812	277	251036
101655	:)	3_substrate	88	100409	66049	1149	33211
65795	ड़ा	8_never_fires	3	0	0	0	0
3353	"	if"	6_below_min_count	43	41	1	0	40
36121	 Mail	7_PMI_below_delta_for_every_lang	43	346949	265160	972	80817
3355	 log	7_PMI_below_delta_for_every_lang	43	2243740	1371746	17070	854924
36122	 Emily	7_PMI_below_delta_for_every_lang	42	109788	89927	175	19686
68889	""	2_T5_unknown	0	2472716	2472148	0	568
68891	.phone	6_below_min_count	43	804	361	10	433
98361	=no	7_PMI_below_delta_for_every_lang	43	1688	1101	35	552
101656	(handle	6_below_min_count	43	84	59	0	25
3361	 mus	7_PMI_below_delta_for_every_lang	43	6427844	2672391	1502080	2253373
3362	""	2_T5_unknown	0	916	914	0	2
3364	""	2_T5_unknown	0	511195	296194	56533	158468
36132	 antim	7_PMI_below_delta_for_every_lang	43	163316	142522	48	20746
68900	 DW	7_PMI_below_delta_for_every_lang	39	72920	54906	524	17490
65798	repo	7_PMI_below_delta_for_every_lang	43	9694	5659	5	4030
36137	 RAM	7_PMI_below_delta_for_every_lang	43	284964	190863	1821	92280
101673	"));
//"	3_substrate	88	46	46	0	0
65799	}\)),	3_substrate	88	100	99	0	1
101678	(find	6_below_min_count	43	58	43	0	15
68912	")"")
"	3_substrate	88	351	225	56	70
36145	 キ	7_PMI_below_delta_for_every_lang	1	823152	18932	718675	85545
3378	play	7_PMI_below_delta_for_every_lang	42	416826	277585	39510	99731
36146	_element	6_below_min_count	43	505	457	0	48
101686	<Data	6_below_min_count	43	36	35	0	1
3384	_id	7_PMI_below_delta_for_every_lang	43	65188	53302	1914	9972
33237	.connect	6_below_min_count	43	817	637	7	173
98366	畫	7_PMI_below_delta_for_every_lang	1	105308	10880	18	94410
68923	.events	6_below_min_count	43	599	351	1	247
36156	Jul	7_PMI_below_delta_for_every_lang	43	204436	130562	1199	72675
68925	Pipe	7_PMI_below_delta_for_every_lang	43	7237	3060	93	4084
98367	""	2_T5_unknown	0	412	141	25	246
101688	.ready	6_below_min_count	42	541	382	2	157
36160	.Re	7_PMI_below_delta_for_every_lang	43	39942	22375	294	17273
101695	Bench	7_PMI_below_delta_for_every_lang	43	6712	4156	2	2554
36164	quiry	7_PMI_below_delta_for_every_lang	40	14262	10585	125	3552
3403	 text	7_PMI_below_delta_for_every_lang	40	1201676	1002713	47052	151911
101707	itozibe	6_below_min_count	43	2	2	0	0
36173	PECT	7_PMI_below_delta_for_every_lang	43	29725	23743	576	5406
68941	 Dex	7_PMI_below_delta_for_every_lang	40	39002	28005	74	10923
101713	_MODEL	6_below_min_count	43	101	80	8	13
68949	_push	6_below_min_count	43	185	152	2	31
36182	/org	7_PMI_below_delta_for_every_lang	43	2143	1177	5	961
36187	" @"""	3_substrate	88	495	327	0	168
101724	ingleton	6_below_min_count	43	345	278	3	64
3421	-f	7_PMI_below_delta_for_every_lang	43	3100904	1542915	5581	1552408
3423	().	3_substrate	88	9672	8459	461	752
101728	.confirm	6_below_min_count	43	126	102	3	21
36193	 plast	7_PMI_below_delta_for_every_lang	43	1128283	915606	9555	203122
3426	""	2_T5_unknown	0	91896	90031	696	1169
36195	……！	3_substrate	88	1715	1494	12	209
101730	(columns	6_below_min_count	43	42	31	6	5
3431	""	2_T5_unknown	0	53635	52125	922	588
3434	 Sp	7_PMI_below_delta_for_every_lang	43	3610575	2396082	32867	1181626
68971	IBOutlet	6_below_min_count	43	48	48	0	0
98376	_tx	6_below_min_count	40	234	192	4	38
3437	""	2_T5_unknown	0	1393130	977966	118534	296630
36205	 bip	7_PMI_below_delta_for_every_lang	43	182855	55435	15410	112010
101738	.question	6_below_min_count	40	143	117	0	26
101739	wargs	6_below_min_count	39	20	18	0	2
68977	 '(	3_substrate	88	10716	7585	105	3026
3443	«	3_substrate	88	6836967	4751216	481455	1604296
36211	";"""	3_substrate	88	126437	71944	983	53510
98378	.attributes	6_below_min_count	43	66	66	0	0
36214	,p	7_PMI_below_delta_for_every_lang	43	134893	81736	7137	46020
68983	share	7_PMI_below_delta_for_every_lang	43	43249	23652	532	19065
3448	"**

"	3_substrate	88	977	403	0	574
33250	.char	7_PMI_below_delta_for_every_lang	43	1575	1178	22	375
101754	 MMA	7_PMI_below_delta_for_every_lang	43	83512	74685	56	8771
36220	~/	3_substrate	88	3216	2441	105	670
36221	 BL	7_PMI_below_delta_for_every_lang	43	234373	144649	25587	64137
101755	jack	7_PMI_below_delta_for_every_lang	43	380966	317118	11953	51895
3455	);	3_substrate	88	1090477	851214	13236	226027
36223	 Device	7_PMI_below_delta_for_every_lang	43	47597	34386	550	12661
98380	 Lilly	7_PMI_below_delta_for_every_lang	42	32053	24509	98	7446
65817	_sign	6_below_min_count	43	1101	777	68	256
3467	 program	7_PMI_below_delta_for_every_lang	43	4157816	3612158	2086	543572
69003	texttt	6_below_min_count	40	80	75	0	5
101771	Arial	6_below_min_count	43	2986	1247	158	1581
36242	_format	7_PMI_below_delta_for_every_lang	43	1321	815	13	493
36243	"]}

"	3_substrate	88	6	1	0	5
101780	Formatted	6_below_min_count	43	307	196	101	10
101784	""	2_T5_unknown	0	317577171	282396073	3976	35177122
101785	}{_	3_substrate	88	19	18	0	1
65821	=ru	7_PMI_below_delta_for_every_lang	43	1419	1176	5	238
3483	}{	3_substrate	88	18358	16148	258	1952
69018	aterina	7_PMI_below_delta_for_every_lang	43	50724	37618	456	12650
69019	""	2_T5_unknown	0	119542	65355	3661	50526
101786	""	2_T5_unknown	0	92503	20490	22076	49937
36257	.substring	6_below_min_count	43	201	154	0	47
3493	" },
"	3_substrate	88	1850	258	3	1589
101801	 RW	7_PMI_below_delta_for_every_lang	39	43702	18422	404	24876
3500	"？

"	3_substrate	88	1417	976	0	441
98389	"(
//"	3_substrate	88	16	12	0	4
36271	 golf	7_PMI_below_delta_for_every_lang	43	376753	309710	13207	53836
3504	tre	7_PMI_below_delta_for_every_lang	43	1616394	861634	315593	439167
36272	""	2_T5_unknown	0	700469	333195	43477	323797
36274	 Sophie	7_PMI_below_delta_for_every_lang	43	105164	74377	167	30620
69043	）／	3_substrate	88	3765	2828	259	678
98390	============	3_substrate	88	15494	7917	1067	6510
3510	""	2_T5_unknown	0	1941980	1903502	17	38461
69048	*>	3_substrate	88	1660	845	250	565
69049	_DESC	6_below_min_count	43	279	239	4	36
3514	""	2_T5_unknown	0	328483	259393	7692	61398
101819	⁄_{	3_substrate	88	0	0	0	0
36285	"={{
"	3_substrate	88	0	0	0	0
36288	 Sony	7_PMI_below_delta_for_every_lang	42	290688	208900	12089	69699
98393	 SHOW	7_PMI_below_delta_for_every_lang	39	18640	13279	306	5055
3523	"));
"	3_substrate	88	3874	3513	18	343
3526	(f	7_PMI_below_delta_for_every_lang	43	57643	37761	704	19178
36295	inf	7_PMI_below_delta_for_every_lang	43	721416	563755	19907	137754
69062	 halogen	7_PMI_below_delta_for_every_lang	43	18099	11987	1157	4955
36297	"}\).

"	3_substrate	88	0	0	0	0
69066	'`	3_substrate	88	919	296	69	554
3531	""	2_T5_unknown	0	52217	51457	276	484
69067	.reload	6_below_min_count	43	108	76	6	26
65831	.home	7_PMI_below_delta_for_every_lang	43	3710	2755	76	879
101833	.country	6_below_min_count	42	456	281	8	167
101838	 ۔	3_substrate	88	1799322	1557659	4	241659
101841	""	2_T5_unknown	0	2154	840	1243	71
3539	      	3_substrate	88	16010	3037	0	12973
3540	『	3_substrate	88	735736	538103	19182	178451
36311	___	3_substrate	88	115934	81170	1050	33714
3544	""	2_T5_unknown	0	123255	122634	187	434
3545	""	2_T5_unknown	0	2373180	1636751	0	736429
3546	"）

"	3_substrate	88	19524	5369	0	14155
3547	""	2_T5_unknown	0	9762945	9759030	146	3769
3548	』	3_substrate	88	671693	565462	18626	87605
69082	" ))
"	3_substrate	88	46907	6137	79	40691
98398	""	2_T5_unknown	0	154720	31492	33446	89782
101854	"}%
"	3_substrate	88	17	16	0	1
69092	.gms	6_below_min_count	43	136	103	0	33
69095	plik	7_PMI_below_delta_for_every_lang	43	1377382	1088237	113	289032
33272	/:	3_substrate	88	10030	6490	1024	2516
3561	LE	7_PMI_below_delta_for_every_lang	43	3055791	1404122	751297	900372
36328	 Wagner	7_PMI_below_delta_for_every_lang	39	132954	104845	229	27880
3563	"]

"	3_substrate	88	36696	11192	0	25504
69097	*}	3_substrate	88	921	759	32	130
101868	:${	3_substrate	88	544	533	0	11
3567	 Ad	7_PMI_below_delta_for_every_lang	43	3647739	2633273	4185	1010281
36336	"()){
"	3_substrate	88	11	11	0	0
69103	Certificate	7_PMI_below_delta_for_every_lang	43	7724	5228	54	2442
101872	(activity	6_below_min_count	42	60	51	4	5
3572	 lim	7_PMI_below_delta_for_every_lang	43	2552337	1749196	42601	760540
3573	""	2_T5_unknown	0	524213	435229	36	88948
69108	">""
"	3_substrate	88	559	482	6	71
101879	(Level	6_below_min_count	43	270	245	8	17
101881	.geometry	6_below_min_count	42	106	71	0	35
3581	back	7_PMI_below_delta_for_every_lang	43	543111	410825	18328	113958
69118	_resource	6_below_min_count	43	429	355	4	70
3583	*.	3_substrate	88	85626	43552	3074	39000
65841	.cc	7_PMI_below_delta_for_every_lang	43	67087	16648	511	49928
69119	.material	6_below_min_count	43	491	362	1	128
101887	 Deluxe	7_PMI_below_delta_for_every_lang	40	56532	43240	360	12932
3588	""	2_T5_unknown	0	464113	289229	67831	107053
3589	                           	3_substrate	88	475	101	0	374
3590	.A	7_PMI_below_delta_for_every_lang	43	1883422	1296351	26407	560664
36356	 Julian	7_PMI_below_delta_for_every_lang	43	140853	109843	236	30774
69125	 bins	7_PMI_below_delta_for_every_lang	43	26896	4506	10961	11429
69127	»).	3_substrate	88	56579	40646	3313	12620
36362	/wiki	7_PMI_below_delta_for_every_lang	39	110012	79934	748	29330
33279	"	print"	9_fires_only_in_noncaphit	43	4	0	0	4
69132	 Cres	7_PMI_below_delta_for_every_lang	43	85328	68245	61	17022
98408	Swap	7_PMI_below_delta_for_every_lang	39	12040	9744	22	2274
101899	/tutorial	7_PMI_below_delta_for_every_lang	43	2427	1733	9	685
101904	.point	6_below_min_count	43	491	359	21	111
3603	 \\	3_substrate	88	19775	12132	273	7370
3605	],	3_substrate	88	640379	472730	11322	156327
65846	".**
"	3_substrate	88	3411	2602	8	801
3609	RE	7_PMI_below_delta_for_every_lang	43	3548807	1877189	795004	876614
65847	""	2_T5_unknown	0	130761	40302	15292	75167
69151	。*	3_substrate	88	3181	2472	182	527
3616	""	2_T5_unknown	0	12449	12393	17	39
98412	}}\))	3_substrate	88	8	8	0	0
3618	""	2_T5_unknown	0	568984	233963	15288	319733
3622	""	2_T5_unknown	0	97784	95142	1445	1197
98414	"%"">
"	3_substrate	88	215	62	0	153
69165	 **-	3_substrate	88	263	192	7	64
69167	(address	6_below_min_count	43	283	237	17	29
69168	 Airbus	7_PMI_below_delta_for_every_lang	43	93174	75785	294	17095
36403	food	7_PMI_below_delta_for_every_lang	43	157889	109299	1185	47405
101940	":"")
"	3_substrate	88	202	35	0	167
3640	"):
"	3_substrate	88	571707	451156	3658	116893
3641	 Res	7_PMI_below_delta_for_every_lang	43	1481508	945879	142975	392654
33288	 PH	7_PMI_below_delta_for_every_lang	43	435510	172683	207442	55385
36410	(img	6_below_min_count	43	213	186	9	18
69180	.Body	6_below_min_count	42	462	333	16	113
98417	 伊	7_PMI_below_delta_for_every_lang	2	180894	9692	159192	12010
3646	？”	3_substrate	88	66377	65295	16	1066
98418	"	write"	8_never_fires	39	0	0	0	0
36416	""	2_T5_unknown	0	576425	332413	56573	187439
101954	 Ack	7_PMI_below_delta_for_every_lang	43	34160	27852	104	6204
69188	FXML	6_below_min_count	40	21	15	0	6
36422	"	struct"	6_below_min_count	43	1	1	0	0
3655	"';
"	3_substrate	88	5619	3711	55	1853
36424	 pink	7_PMI_below_delta_for_every_lang	43	274657	96044	103260	75353
36426	 hack	7_PMI_below_delta_for_every_lang	43	293211	180270	13843	99098
69195	 HO	7_PMI_below_delta_for_every_lang	43	148018	75120	3385	69513
69196	_VAL	6_below_min_count	43	193	177	0	16
101966	.camera	6_below_min_count	43	303	215	9	79
3664	 Me	7_PMI_below_delta_for_every_lang	43	4687171	2523267	6273	2157631
3665	""	2_T5_unknown	0	111596	70728	0	40868
69201	 HCl	7_PMI_below_delta_for_every_lang	43	16466	12821	427	3218
101970	 ホ	7_PMI_below_delta_for_every_lang	1	405238	26773	335578	42887
101975	 Quaternion	6_below_min_count	40	188	170	0	18
3677	****	3_substrate	88	186033	108553	1048	76432
3679	 stand	7_PMI_below_delta_for_every_lang	43	1862323	1509662	60569	292092
69215	runtime	7_PMI_below_delta_for_every_lang	43	832	725	11	96
101983	 FTP	7_PMI_below_delta_for_every_lang	43	49477	37694	925	10858
3682	ora	7_PMI_below_delta_for_every_lang	43	11738921	7123357	21212	4594352
36451	opter	7_PMI_below_delta_for_every_lang	43	297998	185841	292	111865
36453	 islam	7_PMI_below_delta_for_every_lang	43	683071	437909	20356	224806
69221	_channels	6_below_min_count	43	92	52	0	40
69222	checkout	6_below_min_count	43	1059	728	3	328
36456	 Lem	7_PMI_below_delta_for_every_lang	43	216576	139828	850	75898
98427	[item	6_below_min_count	43	145	130	0	15
3692	php	7_PMI_below_delta_for_every_lang	43	23516	13698	1176	8642
65863	 パ	7_PMI_below_delta_for_every_lang	1	1344640	36417	1217203	91020
3696	""	2_T5_unknown	0	257167	252679	1024	3464
69232	_attribute	6_below_min_count	43	221	179	0	42
69235	"""?"	3_substrate	88	102174	84424	1422	16328
36468	"	let"	6_below_min_count	43	1	1	0	0
102005	 });	3_substrate	88	2546	1871	49	626
102006	CGRect	6_below_min_count	43	37	37	0	0
3703	""	2_T5_unknown	0	1282335	961619	44754	275962
102011	Binder	7_PMI_below_delta_for_every_lang	43	1772	1337	18	417
69245	.fields	6_below_min_count	43	86	45	38	3
102013	 KP	7_PMI_below_delta_for_every_lang	43	67618	49068	2174	16376
69247	 CBD	7_PMI_below_delta_for_every_lang	43	336833	253005	78	83750
36481	"	List"	6_below_min_count	43	15	7	0	8
33303	"	protected"	9_fires_only_in_noncaphit	43	3	0	0	3
3717	""	2_T5_unknown	0	1226099	995027	57000	174072
3718	""	2_T5_unknown	0	199125	198590	160	375
36484	.line	7_PMI_below_delta_for_every_lang	43	1216	829	28	359
3721	Value	7_PMI_below_delta_for_every_lang	43	26515	20414	836	5265
65869	_samples	6_below_min_count	43	131	110	1	20
102029	\App	7_PMI_below_delta_for_every_lang	43	1211	1011	1	199
36497	 geomet	7_PMI_below_delta_for_every_lang	43	166974	136940	1828	28206
3733	,”	3_substrate	88	3653578	2760766	1056	891756
36501	\+	3_substrate	88	1060	109	25	926
69270	enic	7_PMI_below_delta_for_every_lang	43	78323	57918	197	20208
102038	".»
"	3_substrate	88	519934	278339	361	241234
3738	""	2_T5_unknown	0	2901821	2894851	0	6970
3739	"	return"	6_below_min_count	43	41	2	0	39
3740	 dom	7_PMI_below_delta_for_every_lang	43	4621871	2763682	733372	1124817
33308	(temp	6_below_min_count	43	321	213	17	91
36508	-info	7_PMI_below_delta_for_every_lang	43	14347	9705	167	4475
98437	"'})
"	3_substrate	88	22	20	0	2
102046	 XRD	7_PMI_below_delta_for_every_lang	40	1767	1165	139	463
102051	(serial	6_below_min_count	43	101	81	0	20
3749	OR	7_PMI_below_delta_for_every_lang	43	2829936	1707402	424938	697596
69285	"》）

"	3_substrate	88	84	8	0	76
33310	Ing	7_PMI_below_delta_for_every_lang	43	719683	379815	1633	338235
69286	=\,	3_substrate	88	152	152	0	0
3755	[i	7_PMI_below_delta_for_every_lang	43	30560	22181	644	7735
98440	"	template"	8_never_fires	43	0	0	0	0
3758	""	2_T5_unknown	0	386063	217215	18006	150842
102061	}⁄_{	3_substrate	88	0	0	0	0
3760	='	3_substrate	88	38789	15792	4797	18200
36529	 […]	3_substrate	88	380856	268496	1666	110694
69296	.Equals	6_below_min_count	40	102	98	0	4
69299	 Glory	7_PMI_below_delta_for_every_lang	42	80466	40017	31956	8493
36532	 ๆ	3_substrate	88	819352	752558	8	66786
36533	"	i"	6_below_min_count	43	292	4	0	288
3766	/m	7_PMI_below_delta_for_every_lang	43	631995	444625	15233	172137
